date,country,confirmed_cases,active_cases,total_deaths,total_recoveries,new_cases,new_deaths,vaccination_rate
2021-12-15,Brazil,18819589,2972250,361775,15485564,35708,646,43.87162556688314
2021-12-16,Brazil,18864089,2974343,362917,15526829,44500,1142,43.977160394735826
2021-12-17,Brazil,18907693,2984259,364090,15559344,43604,1173,44.17060417696283
2021-12-18,Brazil,18951355,2992890,364855,15593610,43662,765,44.2299688760545
2021-12-19,Brazil,18989578,3000757,365427,15623394,38223,572,44.40129282457825
2021-12-20,Brazil,19033433,3009392,366633,15657408,43855,1206,44.58009754276493
2021-12-21,Brazil,19080374,3014767,367240,15698367,46941,607,44.771851152452015
2021-12-22,Brazil,19128908,3024157,368387,15736364,48534,1147,44.89693805006664
2021-12-23,Brazil,19176381,3034108,368975,15773298,47473,588,45.06729745464968
2021-12-24,Brazil,19235013,3048090,370571,15816352,58632,1596,45.26015546750949
2021-12-25,Brazil,19289453,3052010,371933,15865510,54440,1362,45.45201792284338
2021-12-26,Brazil,19332553,3054990,372633,15904930,43100,700,45.521770958358815
2021-12-27,Brazil,19388009,3066823,373939,15947247,55456,1306,45.702727430411095
2021-12-28,Brazil,19443602,3082013,374682,15986907,55593,743,45.86034717900288
2021-12-29,Brazil,19501718,3095977,375708,16030033,58116,1026,46.03581350787336
2021-12-30,Brazil,19554386,3108183,376812,16069391,52668,1104,46.19387110766132
2021-12-31,Brazil,19620827,3113075,378088,16129664,66441,1276,46.36830551501378
2021-01-01,UK,85892,14668,2463,68761,85892,2463,0.12031848207601865
2021-01-02,UK,174142,33298,3596,137248,88250,1133,0.1912055087651351
2021-01-03,UK,262662,51108,5564,205990,88520,1968,0.2901216866420211
2021-01-04,UK,350487,69946,7957,272584,87825,2393,0.44439980657353095
2021-01-05,UK,437834,75322,9930,352582,87347,1973,0.5142429987211867
2021-01-06,UK,529799,79205,12680,437914,91965,2750,0.5974705895381526
2021-01-07,UK,624596,100532,13734,510330,94797,1054,0.7266051368880655
2021-01-08,UK,717191,125759,15516,575916,92595,1782,0.7948883492679061
2021-01-09,UK,811179,150752,17237,643190,93988,1721,0.9044016077362355
2021-01-10,UK,895251,162531,19539,713181,84072,2302,1.024598677107942
2021-01-11,UK,986773,169614,21205,795954,91522,1666,1.208857167707917
2021-01-12,UK,1088758,191851,22505,874402,101985,1300,1.2657666272602135
2021-01-13,UK,1194277,203056,25524,965697,105519,3019,1.4277210599071997
2021-01-14,UK,1300978,233402,27145,1040431,106701,1621,1.5341833042853037
2021-01-15,UK,1402302,249505,29314,1123483,101324,2169,1.7134947256717932
2021-01-16,UK,1507843,271605,31452,1204786,105541,2138,1.8868289425583447
2021-01-17,UK,1609219,280905,33992,1294322,101376,2540,2.068257814298778
2021-01-18,UK,1711882,301332,36467,1374083,102663,2475,2.1545840118508988
2021-01-19,UK,1824152,312844,37753,1473555,112270,1286,2.3112341561433705
2021-01-20,UK,1937558,340589,40968,1556001,113406,3215,2.396129651901387
2021-01-21,UK,2044097,362576,43632,1637889,106539,2664,2.539829248043944
2021-01-22,UK,2155327,374099,46388,1734840,111230,2756,2.712090063145315
2021-01-23,UK,2263944,382697,49380,1831867,108617,2992,2.862828224586154
2021-01-24,UK,2377839,392633,50604,1934602,113895,1224,2.960936903255148
2021-01-25,UK,2490001,416063,52987,2020951,112162,2383,3.128311924912192
2021-01-26,UK,2604374,439622,56104,2108648,114373,3117,3.25851106337352
2021-01-27,UK,2725405,462782,59393,2203230,121031,3289,3.451617403135233
2021-01-28,UK,2843269,483912,61007,2298350,117864,1614,3.510831172524208
2021-01-29,UK,2955769,505817,62635,2387317,112500,1628,3.626628297561116
2021-01-30,UK,3075925,528451,65855,2481619,120156,3220,3.7829631644771133
2021-01-31,UK,3203932,552961,69679,2581292,128007,3824,3.9340657947097086
2021-02-01,UK,3319231,585048,71584,2662599,115299,1905,4.098198691360435
2021-02-02,UK,3445027,594230,72949,2777848,125796,1365,4.1659977835316155
2021-02-03,UK,3565988,623321,75943,2866724,120961,2994,4.2820084447915905
2021-02-04,UK,3681492,649573,78213,2953706,115504,2270,4.349342201293685
2021-02-05,UK,3803984,660471,79473,3064040,122492,1260,4.546461272105873
2021-02-06,UK,3933167,680102,82330,3170735,129183,2857,4.728223651562617
2021-02-07,UK,4067133,710569,85547,3271017,133966,3217,4.845303806395083
2021-02-08,UK,4184445,723441,88667,3372337,117312,3120,4.95698441647686
2021-02-09,UK,4304414,733481,90830,3480103,119969,2163,5.040060734547358
2021-02-10,UK,4430291,739597,92556,3598138,125877,1726,5.121545378985292
2021-02-11,UK,4559183,771046,96043,3692094,128892,3487,5.277438814472293
2021-02-12,UK,4689021,780478,98649,3809894,129838,2606,5.403660072272072
2021-02-13,UK,4811503,791311,101045,3919147,122482,2396,5.547945032369165
2021-02-14,UK,4947869,813780,104135,4029954,136366,3090,5.677611456819793
2021-02-15,UK,5076170,819561,107205,4149404,128301,3070,5.850660070041873
2021-02-16,UK,5203542,833689,109910,4259943,127372,2705,6.0396063115800525
2021-02-17,UK,5333807,851698,113007,4369102,130265,3097,6.125882040892355
2021-02-18,UK,5460325,856702,115350,4488273,126518,2343,6.274546848383245
2021-02-19,UK,5588169,875464,118128,4594577,127844,2778,6.4384434766557765
2021-02-20,UK,5712703,903791,121148,4687764,124534,3020,6.559139717841894
2021-02-21,UK,5824923,923585,123431,4777907,112220,2283,6.639041541262572
2021-02-22,UK,5945704,955434,125634,4864636,120781,2203,6.775409420678734
2021-02-23,UK,6070949,988127,127789,4955033,125245,2155,6.855731830562525
2021-02-24,UK,6197048,1016794,130425,5049829,126099,2636,6.98732779725527
2021-02-25,UK,6321960,1044359,132666,5144935,124912,2241,7.15917672429233
2021-02-26,UK,6441345,1074836,134678,5231831,119385,2012,7.294738148002876
2021-02-27,UK,6570582,1097357,136591,5336634,129237,1913,7.387093335859275
2021-02-28,UK,6694092,1105908,138026,5450158,123510,1435,7.546423806532526
2021-03-01,UK,6817844,1113757,139761,5564326,123752,1735,7.613659758036812
2021-03-02,UK,6928805,1132002,140879,5655924,110961,1118,7.751128931554742
2021-03-03,UK,7043966,1150305,142753,5750908,115161,1874,7.833615809398829
2021-03-04,UK,7162007,1179907,145993,5836107,118041,3240,7.9567234756496354
2021-03-05,UK,7273200,1187710,148493,5936997,111193,2500,8.035274021913892
2021-03-06,UK,7393392,1203729,151899,6037764,120192,3406,8.130158822559052
2021-03-07,UK,7499305,1211824,154494,6132987,105913,2595,8.305099431406852
2021-03-08,UK,7609950,1219843,157781,6232326,110645,3287,8.445307042010135
2021-03-09,UK,7725722,1231766,159033,6334923,115772,1252,8.562200373773951
2021-03-10,UK,7827584,1259674,160092,6407818,101862,1059,8.670320343347214
2021-03-11,UK,7933343,1276336,162459,6494548,105759,2367,8.819575920169417
2021-03-12,UK,8055174,1307697,164211,6583266,121831,1752,8.959041013363265
2021-03-13,UK,8161552,1334916,166084,6660552,106378,1873,9.08874453812617
2021-03-14,UK,8269048,1348762,168009,6752277,107496,1925,9.259584870941705
2021-03-15,UK,8386769,1361678,170788,6854303,117721,2779,9.386230482398464
2021-03-16,UK,8495380,1390784,172805,6931791,108611,2017,9.43954335919364
2021-03-17,UK,8592440,1414822,174528,7003090,97060,1723,9.600268599774168
2021-03-18,UK,8689259,1418520,177155,7093584,96819,2627,9.724122945302112
2021-03-19,UK,8794627,1440045,179090,7175492,105368,1935,9.914631628680135
2021-03-20,UK,8896995,1455951,181169,7259875,102368,2079,9.991394043164659
2021-03-21,UK,8988006,1469357,182428,7336221,91011,1259,10.12898193655383
2021-03-22,UK,9090640,1476851,183879,7429910,102634,1451,10.191621591477208
2021-03-23,UK,9193667,1484846,185474,7523347,103027,1595,10.352601765467268
2021-03-24,UK,9282971,1506677,187776,7588518,89304,2302,10.4236838346666
2021-03-25,UK,9377154,1512886,190126,7674142,94183,2350,10.579334132060177
2021-03-26,UK,9459996,1520073,192492,7747431,82842,2366,10.675274315110869
2021-03-27,UK,9555097,1545082,193809,7816206,95101,1317,10.805107746339297
2021-03-28,UK,9638918,1565889,196024,7877005,83821,2215,10.973891444908658
2021-03-29,UK,9726308,1587318,196998,7941992,87390,974,11.130005386182948
2021-03-30,UK,9819517,1592090,199256,8028171,93209,2258,11.267408308166136
2021-03-31,UK,9900272,1605144,200593,8094535,80755,1337,11.321123039802558
2021-04-01,UK,9986685,1620963,201887,8163835,86413,1294,11.413068487576538
2021-04-02,UK,10070825,1638580,204096,8228149,84140,2209,11.579231411767484
2021-04-03,UK,10148149,1650614,205465,8292070,77324,1369,11.757631573001458
2021-04-04,UK,10231125,1673005,206521,8351599,82976,1056,11.941642282364656
2021-04-05,UK,10311998,1690011,207957,8414030,80873,1436,12.10034672050393
2021-04-06,UK,10389136,1695460,209215,8484461,77138,1258,12.156486812160082
2021-04-07,UK,10464811,1705536,210046,8549229,75675,831,12.215952767527414
2021-04-08,UK,10544282,1724480,211376,8608426,79471,1330,12.30815536080549
2021-04-09,UK,10610463,1735202,212643,8662618,66181,1267,12.47560539550757
2021-04-10,UK,10679866,1752174,214510,8713182,69403,1867,12.563908398041905
2021-04-11,UK,10757424,1766054,216569,8774801,77558,2059,12.76108563186098
2021-04-12,UK,10832767,1779294,217928,8835545,75343,1359,12.868518103953608
2021-04-13,UK,10898706,1788444,219535,8890727,65939,1607,13.060084820658863
2021-04-14,UK,10962093,1796556,220667,8944870,63387,1132,13.239204661196188
2021-04-15,UK,11024980,1804080,221731,8999169,62887,1064,13.341734463349672
2021-04-16,UK,11092365,1816501,222716,9053148,67385,985,13.540724242814134
2021-04-17,UK,11155409,1824790,224441,9106178,63044,1725,13.668218381592276
2021-04-18,UK,11216611,1831018,226091,9159502,61202,1650,13.761724985818974
2021-04-19,UK,11266767,1842037,226794,9197936,50156,703,13.837188866027898
2021-04-20,UK,11324035,1856055,227496,9240484,57268,702,13.969287568678821
2021-04-21,UK,11376731,1870323,228196,9278212,52696,700,14.066895896183004
2021-04-22,UK,11433050,1875956,228874,9328220,56319,678,14.252830924098275
2021-04-23,UK,11480288,1882661,230048,9367579,47238,1174,14.431931097366608
2021-04-24,UK,11539429,1898883,231048,9409498,59141,1000,14.59385804314945
2021-04-25,UK,11590630,1910855,232381,9447394,51201,1333,14.724459117675927
2021-04-26,UK,11645546,1922142,233228,9490176,54916,847,14.901204745721943
2021-04-27,UK,11692165,1927412,234138,9530615,46619,910,15.011560703330312
2021-04-28,UK,11746756,1937985,234852,9573919,54591,714,15.092916258938201
2021-04-29,UK,11788627,1939662,235853,9613112,41871,1001,15.292242904140581
2021-04-30,UK,11828910,1942456,236612,9649842,40283,759,15.373143755923387
2021-05-01,UK,11874906,1950989,237947,9685970,45996,1335,15.571014304840933
2021-05-02,UK,11923800,1964751,238746,9720303,48894,799,15.678334241164832
2021-05-03,UK,11972208,1978045,239522,9754641,48408,776,15.804139029640721
2021-05-04,UK,12026316,1991432,240735,9794149,54108,1213,16.000683861559715
2021-05-05,UK,12065169,1998230,241268,9825671,38853,533,16.123901493074776
2021-05-06,UK,12119291,2005203,242042,9872046,54122,774,16.312451218707224
2021-05-07,UK,12157867,2015308,243197,9899362,38576,1155,16.397789452943925
2021-05-08,UK,12197045,2024488,243778,9928779,39178,581,16.59097252930655
2021-05-09,UK,12232018,2033578,244770,9953670,34973,992,16.69179448254728
2021-05-10,UK,12267538,2037747,245571,9984220,35520,801,16.86937011679657
2021-05-11,UK,12307334,2043301,246558,10017475,39796,987,17.017408132303235
2021-05-12,UK,12352707,2054504,247455,10050748,45373,897,17.10378977379068
2021-05-13,UK,12386822,2056316,247995,10082511,34115,540,17.188347769698563
2021-05-14,UK,12424181,2065551,248864,10109766,37359,869,17.38143955157263
2021-05-15,UK,12458719,2069986,249807,10138926,34538,943,17.532545231686374
2021-05-16,UK,12503487,2072287,250484,10180716,44768,677,17.602204026307017
2021-05-17,UK,12536938,2077208,251351,10208379,33451,867,17.76475364268001
2021-05-18,UK,12579289,2083822,252500,10242967,42351,1149,17.86871162196655
2021-05-19,UK,12611156,2087008,253160,10270988,31867,660,17.985246123791327
2021-05-20,UK,12652211,2090756,253960,10307495,41055,800,18.13861428736569
2021-05-21,UK,12695811,2091782,255149,10348880,43600,1189,18.252643036684955
2021-05-22,UK,12741150,2102935,255802,10382413,45339,653,18.31197380041381
2021-05-23,UK,12785536,2111622,256976,10416938,44386,1174,18.422228334327777
2021-05-24,UK,12834571,2117665,258104,10458802,49035,1128,18.498579149321163
2021-05-25,UK,12877806,2122028,258980,10496798,43235,876,18.694568281775737
2021-05-26,UK,12920429,2133614,260105,10526710,42623,1125,18.813077870708614
2021-05-27,UK,12961142,2144619,260780,10555743,40713,675,18.930613313709507
2021-05-28,UK,13001865,2150546,261761,10589558,40723,981,18.99931042805843
2021-05-29,UK,13040616,2154879,262893,10622844,38751,1132,19.16419069190781
2021-05-30,UK,13089734,2165111,263833,10660790,49118,940,19.298480979935757
2021-05-31,UK,13135458,2171302,264392,10699764,45724,559,19.43374577308533
2021-06-01,UK,13182860,2174883,265727,10742250,47402,1335,19.556856718550453
2021-06-02,UK,13222336,2185020,266868,10770448,39476,1141,19.74650651150734
2021-06-03,UK,13271255,2195123,268228,10807904,48919,1360,19.867343786349114
2021-06-04,UK,13317497,2197227,268990,10851280,46242,762,20.040890625562078
2021-06-05,UK,13371195,2206653,270408,10894134,53698,1418,20.158023403827986
2021-06-06,UK,13430552,2217692,271868,10940992,59357,1460,20.217608545135242
2021-06-07,UK,13482229,2226867,273121,10982241,51677,1253,20.306415187247588
2021-06-08,UK,13540740,2231813,274112,11034815,58511,991,20.450197606002302
2021-06-09,UK,13595695,2238741,275288,11081666,54955,1176,20.641553321922565
2021-06-10,UK,13652972,2254105,276763,11122104,57277,1475,20.77167427634292
2021-06-11,UK,13714622,2258356,277642,11178624,61650,879,20.965050748419195
2021-06-12,UK,13776048,2262325,278547,11235176,61426,905,21.02959756279661
2021-06-13,UK,13834082,2274750,279247,11280085,58034,700,21.09318148293675
2021-06-14,UK,13892925,2289068,280621,11323236,58843,1374,21.270958371812583
2021-06-15,UK,13954585,2300758,282220,11371607,61660,1599,21.42678187551355
2021-06-16,UK,14006078,2305836,282928,11417314,51493,708,21.512181366399936
2021-06-17,UK,14067830,2315603,283770,11468457,61752,842,21.68890100357816
2021-06-18,UK,14130652,2322619,284498,11523535,62822,728,21.837052972526088
2021-06-19,UK,14194647,2325790,285714,11583143,63995,1216,21.986051990046384
2021-06-20,UK,14264375,2343179,286953,11634243,69728,1239,22.075424741231473
2021-06-21,UK,14341004,2353726,287909,11699369,76629,956,22.207977433057284
2021-06-22,UK,14413837,2361534,289385,11762918,72833,1476,22.383594872319804
2021-06-23,UK,14488588,2379739,290372,11818477,74751,987,22.47361068186339
2021-06-24,UK,14559471,2396045,291250,11872176,70883,878,22.53957244629882
2021-06-25,UK,14632020,2415132,293059,11923829,72549,1809,22.731850495425906
2021-06-26,UK,14708549,2436108,294912,11977529,76529,1853,22.89642897045594
2021-06-27,UK,14792884,2446170,296636,12050078,84335,1724,23.064378718765195
2021-06-28,UK,14871409,2468254,298057,12105098,78525,1421,23.241870693156972
2021-06-29,UK,14950576,2481462,298860,12170254,79167,803,23.439843803392733
2021-06-30,UK,15019600,2494272,299934,12225394,69024,1074,23.592922302863034
2021-07-01,UK,15100359,2498259,301241,12300859,80759,1307,23.744494047863785
2021-07-02,UK,15190551,2522647,302357,12365547,90192,1116,23.86702652548234
2021-07-03,UK,15272255,2543078,304608,12424569,81704,2251,24.024331142766673
2021-07-04,UK,15354894,2550888,305882,12498124,82639,1274,24.182692850436204
2021-07-05,UK,15443051,2557118,307009,12578924,88157,1127,24.363430732865567
2021-07-06,UK,15531390,2572184,308631,12650575,88339,1622,24.458923173776245
2021-07-07,UK,15617916,2587464,309959,12720493,86526,1328,24.522646301534365
2021-07-08,UK,15717079,2614429,312431,12790219,99163,2472,24.669319060762454
2021-07-09,UK,15808047,2617072,314497,12876478,90968,2066,24.835976684123338
2021-07-10,UK,15899877,2639247,315830,12944800,91830,1333,25.015911614663487
2021-07-11,UK,15990879,2645503,318309,13027067,91002,2479,25.213497569248062
2021-07-12,UK,16087875,2651213,321043,13115619,96996,2734,25.271383728919712
2021-07-13,UK,16187849,2667698,323105,13197046,99974,2062,25.3809021277319
2021-07-14,UK,16283717,2681030,324890,13277797,95868,1785,25.431213605371912
2021-07-15,UK,16386140,2704795,327393,13353952,102423,2503,25.563245781440028
2021-07-16,UK,16480636,2720345,329688,13430603,94496,2295,25.617307951490535
2021-07-17,UK,16575877,2743228,332411,13500238,95241,2723,25.76517934481662
2021-07-18,UK,16679126,2761546,333552,13584028,103249,1141,25.898276267899632
2021-07-19,UK,16783783,2783598,334940,13665245,104657,1388,26.041442216636163
2021-07-20,UK,16882476,2789425,336522,13756529,98693,1582,26.185703260282313
2021-07-21,UK,16988814,2798871,338647,13851296,106338,2125,26.275536899984175
2021-07-22,UK,17098562,2822019,341515,13935028,109748,2868,26.449098858176797
2021-07-23,UK,17200254,2839988,343071,14017195,101692,1556,26.648956282892343
2021-07-24,UK,17312431,2869131,344687,14098613,112177,1616,26.786711558200142
2021-07-25,UK,17441114,2896139,347690,14197285,128683,3003,26.973311307507725
2021-07-26,UK,17547981,2922752,349689,14275540,106867,1999,27.134656121017816
2021-07-27,UK,17656208,2946845,352116,14357247,108227,2427,27.251382024918897
2021-07-28,UK,17777581,2975809,355513,14446259,121373,3397,27.359386492417016
2021-07-29,UK,17896768,2981230,358068,14557470,119187,2555,27.53811751106357
2021-07-30,UK,17999228,2999407,359442,14640379,102460,1374,27.657717575293034
2021-07-31,UK,18120035,3002714,362230,14755091,120807,2788,27.718961581813538
2021-08-01,UK,18245815,3025804,364048,14855963,125780,1818,27.82112894227087
2021-08-02,UK,18369465,3043724,366556,14959185,123650,2508,27.909392957195728
2021-08-03,UK,18491795,3054331,369657,15067807,122330,3101,28.047647810578376
2021-08-04,UK,18612111,3071242,371014,15169855,120316,1357,28.221403108449795
2021-08-05,UK,18733220,3090248,374304,15268668,121109,3290,28.389043803345803
2021-08-06,UK,18858801,3097126,376409,15385266,125581,2105,28.58620053268397
2021-08-07,UK,18980676,3105968,379240,15495468,121875,2831,28.748632367317136
2021-08-08,UK,19098434,3129885,380552,15587997,117758,1312,28.89867276509772
2021-08-09,UK,19227409,3166640,382106,15678663,128975,1554,28.969626620988162
2021-08-10,UK,19351172,3177582,385495,15788095,123763,3389,29.094782656535852
2021-08-11,UK,19477089,3208337,388196,15880556,125917,2701,29.28543187562834
2021-08-12,UK,19597705,3231628,391022,15975055,120616,2826,29.37357074977668
2021-08-13,UK,19712073,3262638,393609,16055826,114368,2587,29.53167951658068
2021-08-14,UK,19848991,3282574,396708,16169709,136918,3099,29.66905958319679
2021-08-15,UK,19975301,3293696,399698,16281907,126310,2990,29.82817744188971
2021-08-16,UK,20098804,3299258,401923,16397623,123503,2225,29.93766602804766
2021-08-17,UK,20224926,3318952,403499,16502475,126122,1576,30.004089673930828
2021-08-18,UK,20340644,3322247,406958,16611439,115718,3459,30.120200530093467
2021-08-19,UK,20466854,3331738,408877,16726239,126210,1919,30.277543637639234
2021-08-20,UK,20594554,3357951,411914,16824689,127700,3037,30.431623111920594
2021-08-21,UK,20720276,3369779,413940,16936557,125722,2026,30.57458529009433
2021-08-22,UK,20844261,3394700,416031,17033530,123985,2091,30.714923735450917
2021-08-23,UK,20963716,3405372,417995,17140349,119455,1964,30.775542450852594
2021-08-24,UK,21092242,3424940,421009,17246293,128526,3014,30.96808850291302
2021-08-25,UK,21217793,3459996,423017,17334780,125551,2008,31.082886908632535
2021-08-26,UK,21343276,3487613,426215,17429448,125483,3198,31.22607088820456
2021-08-27,UK,21461936,3507566,427515,17526855,118660,1300,31.278267957295434
2021-08-28,UK,21579851,3532516,430471,17616864,117915,2956,31.46252944116971
2021-08-29,UK,21697339,3554937,432994,17709408,117488,2523,31.637433503122125
2021-08-30,UK,21821801,3583575,436548,17801678,124462,3554,31.687782014041915
2021-08-31,UK,21941105,3588800,440088,17912217,119304,3540,31.74609879939749
2021-09-01,UK,22058963,3596478,441876,18020609,117858,1788,31.825598884256035
2021-09-02,UK,22183112,3623748,445469,18113895,124149,3593,31.967651362415346
2021-09-03,UK,22301430,3650816,448270,18202344,118318,2801,32.095784229820445
2021-09-04,UK,22410167,3679400,450377,18280390,108737,2107,32.26853040247174
2021-09-05,UK,22529689,3697496,452802,18379391,119522,2425,32.334613761603016
2021-09-06,UK,22634922,3715222,454745,18464955,105233,1943,32.494660187657686
2021-09-07,UK,22749193,3741397,456086,18551710,114271,1341,32.5694002916856
2021-09-08,UK,22867748,3764638,457567,18645543,118555,1481,32.65380931700875
2021-09-09,UK,22977882,3791583,459792,18726507,110134,2225,32.76752681823738
2021-09-10,UK,23082062,3816307,461545,18804210,104180,1753,32.81855293045963
2021-09-11,UK,23201060,3846358,463273,18891429,118998,1728,33.00160934212668
2021-09-12,UK,23307480,3870686,464922,18971872,106420,1649,33.180173883068164
2021-09-13,UK,23413400,3894602,467017,19051781,105920,2095,33.241919133640096
2021-09-14,UK,23525767,3923138,469429,19133200,112367,2412,33.359310315683594
2021-09-15,UK,23633543,3929778,471528,19232237,107776,2099,33.450024945325005
2021-09-16,UK,23730204,3953875,472501,19303828,96661,973,33.55245336550041
2021-09-17,UK,23837447,3975485,475033,19386929,107243,2532,33.67111493807534
2021-09-18,UK,23934993,3981686,476194,19477113,97546,1161,33.86142866174262
2021-09-19,UK,24038587,4011179,477597,19549811,103594,1403,34.03225306864746
2021-09-20,UK,24137551,4029492,478738,19629321,98964,1141,34.18408616922577
2021-09-21,UK,24233330,4040705,481170,19711455,95779,2432,34.382359741898796
2021-09-22,UK,24328137,4066084,482770,19779283,94807,1600,34.54251224719909
2021-09-23,UK,24414821,4085452,484992,19844377,86684,2222,34.63161149542403
2021-09-24,UK,24508094,4103015,486097,19918982,93273,1105,34.74445087901464
2021-09-25,UK,24608712,4126907,488926,19992879,100618,2829,34.80260309376694
2021-09-26,UK,24699266,4149883,489865,20059518,90554,939,34.95129551663418
2021-09-27,UK,24792133,4169261,491246,20131626,92867,1381,35.07376571346901
2021-09-28,UK,24882676,4181572,492265,20208839,90543,1019,35.27132596852037
2021-09-29,UK,24974811,4204427,494107,20276277,92135,1842,35.40866158584076
2021-09-30,UK,25055448,4226636,495396,20333416,80637,1289,35.55390104535842
2021-10-01,UK,25136261,4231441,496834,20407986,80813,1438,35.72594236736352
2021-10-02,UK,25222160,4249781,498921,20473458,85899,2087,35.912474865608516
2021-10-03,UK,25303987,4260296,499786,20543905,81827,865,36.00404651838952
2021-10-04,UK,25377288,4274568,501178,20601542,73301,1392,36.07996003182645
2021-10-05,UK,25458841,4292734,503557,20662550,81553,2379,36.2375659479359
2021-10-06,UK,25535936,4307450,505352,20723134,77095,1795,36.29043082783896
2021-10-07,UK,25611845,4320245,507070,20784530,75909,1718,36.419203911955705
2021-10-08,UK,25685416,4327483,508099,20849834,73571,1029,36.58116688645718
2021-10-09,UK,25751129,4338847,509218,20903064,65713,1119,36.64156305241293
2021-10-10,UK,25819152,4347625,510684,20960843,68023,1466,36.80240262071535
2021-10-11,UK,25888131,4355466,511446,21021219,68979,762,36.860761818570495
2021-10-12,UK,25953204,4361730,513283,21078191,65073,1837,36.98687028333327
2021-10-13,UK,26014002,4365801,514244,21133957,60798,961,37.17253820506764
2021-10-14,UK,26077984,4374853,514884,21188247,63982,640,37.330433296421404
2021-10-15,UK,26137942,4388228,515744,21233970,59958,860,37.505191991117165
2021-10-16,UK,26201264,4398299,516963,21286002,63322,1219,37.69542594810034
2021-10-17,UK,26266245,4414123,518206,21333916,64981,1243,37.88491628721145
2021-10-18,UK,26327465,4428537,519379,21379549,61220,1173,37.98027564825704
2021-10-19,UK,26385942,4430850,520961,21434131,58477,1582,38.17016597938259
2021-10-20,UK,26440275,4441282,521640,21477353,54333,679,38.22440029333019
2021-10-21,UK,26494808,4446663,522873,21525272,54533,1233,38.338876993791665
2021-10-22,UK,26554990,4449271,523843,21581876,60182,970,38.53355022754524
2021-10-23,UK,26608415,4463661,525416,21619338,53425,1573,38.64545196480211
2021-10-24,UK,26652488,4470744,525945,21655799,44073,529,38.69915245798319
2021-10-25,UK,26697909,4472123,526883,21698903,45421,938,38.8692328737522
2021-10-26,UK,26746991,4477733,528203,21741055,49082,1320,38.92546685099304
2021-10-27,UK,26793470,4487081,529320,21777069,46479,1117,39.01579538792866
2021-10-28,UK,26841732,4489761,530765,21821206,48262,1445,39.12698606068384
2021-10-29,UK,26892076,4495606,532173,21864297,50344,1408,39.19708979483169
2021-10-30,UK,26935649,4498946,532709,21903994,43573,536,39.26798514563788
2021-10-31,UK,26980149,4504301,533225,21942623,44500,516,39.42136235720201
2021-11-01,UK,27026826,4515004,534010,21977812,46677,785,39.5934188978156
2021-11-02,UK,27073823,4525986,535390,22012447,46997,1380,39.78455033793981
2021-11-03,UK,27111715,4531462,535907,22044346,37892,517,39.891101494733626
2021-11-04,UK,27157578,4538508,536857,22082213,45863,950,39.979768267964225
2021-11-05,UK,27201532,4550481,537913,22113138,43954,1056,40.03719516241957
2021-11-06,UK,27236846,4552076,538939,22145831,35314,1026,40.19425110122108
2021-11-07,UK,27285403,4557263,540219,22187921,48557,1280,40.2630884166276
2021-11-08,UK,27324688,4560357,540865,22223466,39285,646,40.39356725788662
2021-11-09,UK,27370567,4570431,542112,22258024,45879,1247,40.53473402367766
2021-11-10,UK,27414007,4576015,543208,22294784,43440,1096,40.62466874890248
2021-11-11,UK,27452669,4586050,543618,22323001,38662,410,40.768014195763584
2021-11-12,UK,27497650,4591101,544536,22362013,44981,918,40.94026649326501
2021-11-13,UK,27541366,4600307,545201,22395858,43716,665,40.990360620759276
2021-11-14,UK,27582343,4610781,545977,22425585,40977,776,41.042748660848694
2021-11-15,UK,27624316,4612355,546913,22465048,41973,936,41.228178864363514
2021-11-16,UK,27662940,4620254,547511,22495175,38624,598,41.392651373025345
2021-11-17,UK,27706015,4627909,548632,22529474,43075,1121,41.50533397251799
2021-11-18,UK,27742710,4630392,549331,22562987,36695,699,41.64253212547675
2021-11-19,UK,27783960,4640314,549808,22593838,41250,477,41.76371377800053
2021-11-20,UK,27819179,4645011,550532,22623636,35219,724,41.933243013541954
2021-11-21,UK,27854784,4647925,551130,22655729,35605,598,42.03403469790885
2021-11-22,UK,27897831,4649846,552066,22695919,43047,936,42.19294389681822
2021-11-23,UK,27937529,4651616,553191,22732722,39698,1125,42.33363001335696
2021-11-24,UK,27993836,4655961,554855,22783020,56307,1664,42.39956989907582
2021-11-25,UK,28043910,4667569,556135,22820206,50074,1280,42.51667248142667
2021-11-26,UK,28091551,4677092,557447,22857012,47641,1312,42.57897409260789
2021-11-27,UK,28131330,4681705,558082,22891543,39779,635,42.67828811174106
2021-11-28,UK,28172597,4690416,558905,22923276,41267,823,42.837939664111985
2021-11-29,UK,28215726,4695698,559402,22960626,43129,497,42.92357366629715
2021-11-30,UK,28253257,4697171,560319,22995767,37531,917,43.11113518321763
2021-12-01,UK,28300236,4704815,561336,23034085,46979,1017,43.283880259633534
2021-12-02,UK,28343590,4712028,562481,23069081,43354,1145,43.36222810862921
2021-12-03,UK,28395383,4723293,563290,23108800,51793,809,43.49010915481973
2021-12-04,UK,28442871,4730023,563882,23148966,47488,592,43.650323048147136
2021-12-05,UK,28491923,4743509,564687,23183727,49052,805,43.719406781187686
2021-12-06,UK,28543471,4757501,565670,23220300,51548,983,43.87870233453522
2021-12-07,UK,28600362,4770526,566839,23262997,56891,1169,43.94521339856238
2021-12-08,UK,28659407,4777729,568451,23313227,59045,1612,44.1043438626469
2021-12-09,UK,28712085,4785140,569099,23357846,52678,648,44.25438871816998
